CUENTA,CUENTA,SUBCUENTA,AUTOMAT1,AUTOMAT2,MONEDA,TIPOANALISIS,TIPO CUENTA,TIPO,NIVEL,CUENTA BALANCE COMPARATIVO,AJUSTE CON VERSION CAMBIO,CONVERSION MONEDA
60240033,MARMOLES- LAJAS- ADOQUINES,6024,24410001,61240001,1,0,1,3,4,0,1,1
94273,SEGURO COMPLEMENTARIO DE TRABAJO Y ENFERMEDADES PROFESIONALES,9427,          ,          ,1,0,1,1,4,0,1,1
60240034,LAVATORIOS BAÑOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
94274,SEGURO DE VIDA,9427,          ,          ,1,0,1,1,4,0,1,1
60240035,LAVATORIOS DE COCINA,6024,24410001,61240001,1,0,1,3,4,0,1,1
94275,SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES,9427,          ,          ,1,0,1,1,4,0,1,1
60240036,MUEBLES DE COCINA,6024,24410001,61240001,1,0,1,3,4,0,1,1
94277,CONTRIBUCIONES AL CENCICO Y SENATI,9427,          ,          ,1,0,1,1,4,0,1,1
60240037,SANITARIOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
9428,RETRIBUCIONES AL DIRECTORIO,942,          ,          ,1,0,1,1,3,0,1,1
60240038,PUERTAS,6024,24410001,61240001,1,0,1,3,4,0,1,1
9429,BENEFICIOS SOCIALES DE LOS TRABAJADORES,942,          ,          ,1,0,1,1,3,0,1,1
94291,COMPENSACION POR TIEMPO DE SERVICIO,9429,          ,          ,1,0,1,1,4,0,1,1
60240039,MADERA P MUEBLES-DERIVADOS Y ACC,6024,24410001,61240001,1,0,1,3,4,0,1,1
94293,OTROS BENEFICIOS POST - EMPLEO,9429,          ,          ,1,0,1,1,4,0,1,1
60240040,VIDRIOS-VENTANAS-CRISTAL,6024,24410001,61240001,1,0,1,3,4,0,1,1
943,GASTOS DE SERVICIOS PRESTADOS POR TERCEROS,94,          ,          ,1,0,1,1,2,0,1,1
9430,TRANSPORTE Y ALMACENAMIENTO,943,          ,          ,1,0,1,1,3,0,1,1
9431,TRANSPORTE- CORREO Y GASTOS DE VIAJE,943,          ,          ,1,0,1,1,3,0,1,1
94311,TRANSPORTE- CORREO Y GASTOS DE VIAJE,9431,          ,          ,1,0,1,1,4,0,1,1
943111,DE CARGA,94311,          ,          ,1,0,1,1,5,0,1,1
60240041,BLOCK DE VIDRIOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
943112,DE PASAJEROS,94311,          ,          ,1,0,1,1,5,0,1,1
60240042,GRIFERIAS MEZCLADO-VALVULA-DESAG,6024,24410001,61240001,1,0,1,3,4,0,1,1
94312,CORREOS,9431,          ,          ,1,0,1,1,4,0,1,1
60240043,ALFOMBRAS- TAPIZON- ACCESORIOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
94313,ALOJAMIENTO,9431,          ,          ,1,0,1,1,4,0,1,1
60240044,PINTURA- BARNIZ- TEMPLE Y OTROS,6024,24410001,61240001,1,0,1,3,4,0,1,1
94314,ALIMENTACION,9431,          ,          ,1,0,1,1,4,0,1,1
60240045,VARIOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
94315,OTROS GASTOS DE VIAJE,9431,          ,          ,1,0,1,1,4,0,1,1
60240046,ASCENSORES,6024,24410001,61240001,1,0,1,3,4,0,1,1
94316,PEAJES,9431,          ,          ,1,0,1,1,4,0,1,1
60240047,PISOS DE MADERA,6024,24410001,61240001,1,0,1,3,4,0,1,1
94317,ESTACIONAMIENTO,9431,          ,          ,1,0,1,1,4,0,1,1
60240048,PISOS CERAMICOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
9432,ASESORIA Y CONSULTORIA,943,          ,          ,1,0,1,1,3,0,1,1
94321,ADMINISTRATIVA,9432,          ,          ,1,0,1,1,4,0,1,1
943211,HONORARIOS ADMINISTRATIVOS,94321,          ,          ,1,0,1,1,5,0,1,1
60240049,MUEBLES DE MADERA-REPOSTEROS- BA,6024,24410001,61240001,1,0,1,3,4,0,1,1
94322,LEGAL Y TRIBUTARIA,9432,          ,          ,1,0,1,1,4,0,1,1
943221,ASESORIA LEGAL Y TRIBUTARIA,94322,          ,          ,1,0,1,1,5,0,1,1
60240050,ARTEFACTOS DE ILUMINACION,6024,24410001,61240001,1,0,1,3,4,0,1,1
94323,AUDITORIA Y CONTABLE,9432,          ,          ,1,0,1,1,4,0,1,1
943231,ASESORIA CONTABLE,94323,          ,          ,1,0,1,1,5,0,1,1
60240051,CHAPAS-BISAGRAS-CERRADURAS,6024,24410001,61240001,1,0,1,3,4,0,1,1
94324,MERCADOTECNIA,9432,          ,          ,1,0,1,1,4,0,1,1
943241,COMISIONES,94324,          ,          ,1,0,1,1,5,0,1,1
60240052,DRYWALL,6024,24410001,61240001,1,0,1,3,4,0,1,1
94327,PRODUCCIÓN,9432,          ,          ,1,0,1,1,4,0,1,1
943271,SERVICIOS DE PRODUCCIÓN,94327,          ,          ,1,0,1,1,5,0,1,1
60240053,PERFILES DE ALUMINIO- ANGULOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
9433,PRODUCCION ENCARGADA A TERCEROS,943,          ,          ,1,0,1,1,3,0,1,1
94331,PRODUCCION ENCARGADA A TERCEROS,9433,          ,          ,1,0,1,1,4,0,1,1
60240054,VARIOS,6024,24410001,61240001,1,0,1,3,4,0,1,1
60240055,HERRAMIENTAS,6024,24410001,61240001,1,0,1,3,4,0,1,1
9434,MANTENIMIENTO Y REPARACIONES,943,          ,          ,1,0,1,1,3,0,1,1
94341,INVERSION INMOBILIARIA,9434,          ,          ,1,0,1,1,4,0,1,1
60240101,TERRENOS,6024,24410002,61240001,1,0,1,3,4,0,1,1
94343,INMUEBLES- MAQUINARIA Y EQUIPO,9434,          ,          ,1,0,1,1,4,0,1,1
60240102,TERRENO Nº 2,6024,24410003,61240001,1,0,1,3,4,0,1,1
60240103,TERRENO BONO DE AIRES,6024,24410004,61240001,1,0,1,3,4,0,1,1
60240104,LOTE 33 CERROS DE CAMACHO,6024,24410005,61240001,1,0,1,3,4,0,1,1
9435,ALQUILERES,943,          ,          ,1,0,1,1,3,0,1,1
94351,TERRENOS,9435,          ,          ,1,0,1,1,4,0,1,1
60240105,MALECON DE LA MARINA,6024,24410006,61240001,1,0,1,3,4,0,1,1
94352,EDIFICACIONES,9435,          ,          ,1,0,1,1,4,0,1,1
60240106,CERROS DE CAMACHO 812,6024,24410007,61240001,1,0,1,3,4,0,1,1
94353,MAQUINARIA Y EQUIPO DE EXPLOTACION,9435,          ,          ,1,0,1,1,4,0,1,1
60240107,MALECON CISNEROS 810,6024,24410008,61240001,1,0,1,3,4,0,1,1
94354,EQUIPO DE TRANSPORTE,9435,          ,          ,1,0,1,1,4,0,1,1
60240108,MALECON 28 DE JULIO,6024,24410009,61240001,1,0,1,3,4,0,1,1
94356,EQUIPOS DIVERSOS,9435,          ,          ,1,0,1,1,4,0,1,1
60240109,MZ B LOTE 9 CERROS CAMACHO,6024,24410010,61240001,1,0,1,3,4,0,1,1
9436,SERVICIOS BASICOS,943,          ,          ,1,0,1,1,3,0,1,1
94361,ENERGIA ELECTRICA,9436,          ,          ,1,0,1,1,4,0,1,1
60240110,LOTE 7 CERROS DE CAMACHO,6024,24410011,61240001,1,0,1,3,4,0,1,1
94363,AGUA,9436,          ,          ,1,0,1,1,4,0,1,1
60230001,FERTILIZANTES,6023,24311001,61230001,1,0,1,3,4,0,1,1
94364,TELEFONO,9436,          ,          ,1,0,1,1,4,0,1,1
60230002,INSECTICIDA,6023,24311001,61230001,1,0,1,3,4,0,1,1
94365,INTERNET,9436,          ,          ,1,0,1,1,4,0,1,1
60230003,MANGOS,6023,          ,          ,1,0,1,3,4,0,1,1
94366,RADIO,9436,          ,          ,1,0,1,1,4,0,1,1
59220001,GASTOS DE AÑOS ANTERIORES,5922,          ,          ,1,0,1,3,4,0,1,1
94367,CABLE,9436,          ,          ,1,0,1,1,4,0,1,1
59210001,PERDIDAS ACUMULADAS,5921,          ,          ,1,0,1,3,4,0,1,1
9437,PUBLICIDAD- PUBLICACIONES- RELACIONES PUBLICAS,943,          ,          ,1,0,1,1,3,0,1,1
94371,PUBLICIDAD-,9437,          ,          ,1,0,1,1,4,0,1,1
59110001,UTILIDADES ACUMULADAS,5911,          ,          ,1,0,1,3,4,0,1,1
94372,PUBLICACIONES,9437,          ,          ,1,0,1,1,4,0,1,1
58210001,LEGAL,5821,          ,          ,1,0,1,3,4,0,1,1
94373,RELACIONES PUBLICAS,9437,          ,          ,1,0,1,1,4,0,1,1
57120001,INMUEBLES- MAQUINARIA Y EQUIPO,5712,          ,          ,1,0,1,3,4,0,1,1
9438,SERVICIOS DE CONTRATISTAS,943,          ,          ,1,0,1,1,3,0,1,1
57110001,INVERSIONES  INMOVILIARIAS,5711,          ,          ,1,0,1,3,4,0,1,1
9439,OTROS SERVICIOS PRESTADOS POR TERCEROS,943,          ,          ,1,0,1,1,3,0,1,1
94391,GASTOS BANCARIOS,9439,          ,          ,1,0,1,1,4,0,1,1
52210001,APORTES,5221,          ,          ,1,0,1,3,4,0,1,1
94392,GASTOS DE LABORATORIO,9439,          ,          ,1,0,1,1,4,0,1,1
50120002,PARTICIPACIONES,5012,          ,          ,1,0,1,3,4,0,1,1
944,GASTOS POR TRIBUTOS,94,          ,          ,1,0,1,1,2,0,1,1
9441,GOBIERNO CENTRAL,944,          ,          ,1,0,1,1,3,0,1,1
94411,IMPUESTO GENERAL A LAS VENTAS,9441,          ,          ,1,0,1,1,4,0,1,1
50110001,ACCIONES,5011,          ,          ,1,0,1,3,4,0,1,1
94412,IMPUESTO A LAS TRANSACCIONES FINANCIERAS,9441,          ,          ,1,0,1,1,4,0,1,1
49310001,INTERESES DIFERIDOS,4931,          ,          ,1,0,1,3,4,0,1,1
94413,IMPUESTO TEMPORAL A LOS ACTIVOS NETOS,9441,          ,          ,1,0,1,1,4,0,1,1
47130001,PRESTADOS EMPRESAS RELACIONADAS - SOLES,4713,          ,          ,1,0,1,3,4,0,1,1
94419,OTROS,9441,          ,          ,1,0,1,1,4,0,1,1
47130002,PRESTADOS EMPRESAS RELACIONADAS - DOLARES,4713,          ,          ,1,0,1,3,4,0,1,1
9443,GOBIERNO LOCAL,944,          ,          ,1,0,1,1,3,0,1,1
94431,IMPUESTO PREDIAL,9443,          ,          ,1,0,1,1,4,0,1,1
46990001,OTRAS CUENTAS POR PAGAR DIVERSAS,4699,          ,          ,1,0,1,3,4,0,1,1
94432,ARBITRIOS MUNICIPALES Y SEGURIDAD CIUDADANA,9443,          ,          ,1,0,1,1,4,0,1,1
46990002,OTRAS CUENTAS POR PAGAR DIVERSAS DOLARES,4699,          ,          ,1,0,1,3,4,0,1,1
94433,IMPUESTO AL PATRIMONIO VEHICULAR,9443,          ,          ,1,0,1,1,4,0,1,1
46710001,DEPOSITOS EN GARANTÍA SOLES,4671,          ,          ,1,0,1,3,4,0,1,1
94434,LICENCIA DE FUNCIONAMIENTO,9443,          ,          ,1,0,1,1,4,0,1,1
46710002,DEPOSITOS EN GARANTÍA DOLARES,4671,          ,          ,1,0,1,3,4,0,1,1
94439,OTROS,9443,          ,          ,1,0,1,1,4,0,1,1
45120001,PRESTAMOS DEL EXTERIOR - SOLES,4512,          ,          ,1,0,1,3,4,0,1,1
9444,OTROS GASTOS POR TRIBUTOS,944,          ,          ,1,0,1,1,3,0,1,1
94442,SENCICO,9444,          ,          ,1,0,1,1,4,0,1,1
45120002,PRESTAMOS DEL EXTERIOR - DOLARES,4512,          ,          ,1,0,1,3,4,0,1,1
94443,OTROS TRIBUTOS,9444,          ,          ,1,0,1,1,4,0,1,1
45120003,PRÉSTAMOS DEL EXTERIOR LARGO PLAZO DOLARES,4512,          ,          ,1,0,1,3,4,0,1,1
9446,TRIBUTOS A LOS GOBIERNOS LOCALES,944,          ,          ,1,0,1,1,3,0,1,1
9447,COTIZACION CON CARACTER DE TRIBUTO,944,          ,          ,1,0,1,1,3,0,1,1
9449,OTROS TRIBUTOS,944,          ,          ,1,0,1,1,3,0,1,1
945,OTROS GASTOS DE GESTION,94,          ,          ,1,0,1,1,2,0,1,1
9451,SEGUROS,945,          ,          ,1,0,1,1,3,0,1,1
94511,SEGUROS,9451,          ,          ,1,0,1,1,4,0,1,1
44210001,DIETAS AL DIRECTORIO POR PAGAR,4421,          ,          ,1,0,1,3,4,0,1,1
9452,REGALIAS,945,          ,          ,1,0,1,1,3,0,1,1
94521,REGALIAS,9452,          ,          ,1,0,1,1,4,0,1,1
44190001,INTERESES,4419,          ,          ,1,0,1,3,4,0,1,1
9453,SUSCRIPCIONES,945,          ,          ,1,0,1,1,3,0,1,1
94531,SUSCRIPCIONES,9453,          ,          ,1,0,1,1,4,0,1,1
44120001,DIVIDENDOS,4412,          ,          ,1,0,1,3,4,0,1,1
9454,LICENCIAS Y DERECHOS DE VIGENCIA,945,          ,          ,1,0,1,1,3,0,1,1
9455,COSTO NETO DE ENAJENACION DE ACTIVOS INMOVILIZADOS Y OPERACIONES DISCONTINUADAS,945,          ,          ,1,0,1,1,3,0,1,1
94551,COSTO NETO DE ENAJENACION DE ACTIVOS INMOVILIZADOS,9455,          ,          ,1,0,1,1,4,0,1,1
945511,INVERISONES INMOBILIARIAS,94551,          ,          ,1,0,1,1,5,0,1,1
44110001,PRESTAMOS - SOLES,4411,          ,          ,1,0,1,3,4,0,1,1
945512,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,94551,          ,          ,1,0,1,1,5,0,1,1
44110002,PRESTAMOS - DOLARES,4411,          ,          ,1,0,1,3,4,0,1,1
945513,INMUEBLES- MAQUINARIA Y EQUIPO,94551,          ,          ,1,0,1,1,5,0,1,1
43310001,LETRAS POR PAGAR - SOLES,4331,          ,          ,1,0,1,3,4,0,1,1
945514,INTANGIBLES,94551,          ,          ,1,0,1,1,5,0,1,1
43310002,LETRAS POR PAGAR - DOLARES,4331,          ,          ,1,0,1,3,4,0,1,1
945515,ACTIVOS BIOLOGICOS,94551,          ,          ,1,0,1,1,5,0,1,1
43120001,EMITIDAS - SOLES,4312,          ,          ,1,0,1,3,4,0,1,1
94552,OPERACIONES DISCONTINUADAS,9455,          ,          ,1,0,1,1,4,0,1,1
9456,SUMINISTROS,945,          ,          ,1,0,1,1,3,0,1,1
43120002,EMITIDAS - DOLARES,4312,          ,          ,1,0,1,3,4,0,1,1
94561,SUMINISTROS,9456,          ,          ,1,0,1,1,4,0,1,1
43110001,NO EMITIDAS - SOLES,4311,          ,          ,1,0,1,3,4,0,1,1
43110002,NO EMITIDAS - DOLARES,4311,          ,          ,1,0,1,3,4,0,1,1
42510001,DETRACCIONES POR PAGAR  - SOLES,4251,          ,          ,1,0,1,3,4,0,1,1
42510002,DETRACCIONES POR PAGAR - DOLARES,4251,          ,          ,1,0,1,3,4,0,1,1
42410001,HONORARIOS POR PAGAR - SOLES,4241,          ,          ,1,0,1,3,4,0,1,1
42410002,HONORARIOS POR PAGAR - DOLARES,4241,          ,          ,1,0,1,3,4,0,1,1
42310001,LETRAS POR PAGAR - SOLES,4231,          ,          ,1,0,1,3,4,0,1,1
42310002,LETRAS POR PAGAR - DOLARES,4231,          ,          ,1,0,1,3,4,0,1,1
42210001,ANTICIPOS A PROVEEDORES - SOLES,4221,          ,          ,1,0,1,3,4,0,1,1
42210002,ANTICIPOS A PROVEEDORES - DOLARES,4221,          ,          ,1,0,1,3,4,0,1,1
42120001,EMITIDAS - SOLES,4212,          ,          ,1,0,1,3,4,0,1,1
42120002,EMITIDAS - DOLARES,4212,          ,          ,1,0,1,3,4,0,1,1
9457,GASTOS DE INVESTIGACION Y DESARROLLO,945,          ,          ,1,0,1,1,3,0,1,1
9458,GESTION MEDIOAMBIENTAL,945,          ,          ,1,0,1,1,3,0,1,1
9459,OTROS GASTOS DE GESTION,945,          ,          ,1,0,1,1,3,0,1,1
94591,DONACIONES,9459,          ,          ,1,0,1,1,4,0,1,1
42110001,NO EMITIDAS - SOLES,4211,          ,          ,1,0,1,3,4,0,1,1
94592,SANCIONES ADMINISTRATIVAS,9459,          ,          ,1,0,1,1,4,0,1,1
42110002,NO EMITIDAS - DOLARES,4211,          ,          ,1,0,1,3,4,0,1,1
94593,OTROS GASTOS,9459,          ,          ,1,0,1,1,4,0,1,1
41910001,OTRAS REMUNERACIONES POR PAGAR,4191,          ,          ,1,0,1,3,4,0,1,1
947,AJUSTE-GASTOS DE ADMINISTRACION,94,          ,          ,1,0,1,1,2,0,1,1
9478,GASTOS DE ADMINISTRACION,947,          ,          ,1,0,1,1,3,0,1,1
948,VALUACION Y DETERIORO DE ACTIVOS Y PROVISIONES,94,          ,          ,1,0,1,1,2,0,1,1
9480,DEPRECC.INMB.MAQ.Y EQUIPO,948,          ,          ,1,0,1,1,3,0,1,1
9481,DEPRECIACION,948,          ,          ,1,0,1,1,3,0,1,1
94811,DEPRECIACION DE INVERSIONES INMOBILIARIAS,9481,          ,          ,1,0,1,1,4,0,1,1
948111,EDIFICACIONES - COSTO,94811,          ,          ,1,0,1,1,5,0,1,1
41530001,PENSIONES Y JUBILACIONES,4153,          ,          ,1,0,1,3,4,0,1,1
948112,EDIFICACIONES - REVALUACION,94811,          ,          ,1,0,1,1,5,0,1,1
948113,EDIFICACIONES - COSTO DE FINANCIACION,94811,          ,          ,1,0,1,1,5,0,1,1
94812,DEPRECIACION DE ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO - INVERSIONES INMOBILIARIAS,9481,          ,          ,1,0,1,1,4,0,1,1
948121,EDIFICACIONES,94812,          ,          ,1,0,1,1,5,0,1,1
94813,DEPRECIACION DE ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,9481,          ,          ,1,0,1,1,4,0,1,1
948131,EDIFICACIONES,94813,          ,          ,1,0,1,1,5,0,1,1
948132,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,94813,          ,          ,1,0,1,1,5,0,1,1
948133,EQUIPO DE TRANSPORTE,94813,          ,          ,1,0,1,1,5,0,1,1
41520001,ADELANTO DE COMPENSACION POR TIEMPO DE SERVICIOS,4152,          ,          ,1,0,1,3,4,0,1,1
948134,EQUIPOS DIVERSOS,94813,          ,          ,1,0,1,1,5,0,1,1
94814,DEPRECIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - COSTO,9481,          ,          ,1,0,1,1,4,0,1,1
948141,EDIFICACIONES,94814,          ,          ,1,0,1,1,5,0,1,1
41510001,COMPENSACION POR TIEMPO  DE SERVICIOS,4151,          ,          ,1,0,1,3,4,0,1,1
948142,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,94814,          ,          ,1,0,1,1,5,0,1,1
41410001,REMUNERACIONES DEL DIRECTORIO,4141,          ,          ,1,0,1,3,4,0,1,1
948143,EQUIPO DE TRANSPORTE,94814,          ,          ,1,0,1,1,5,0,1,1
41310001,PARTICIPACION DE LOSTRAABAJADORES POR PAGAR,4131,          ,          ,1,0,1,3,4,0,1,1
948144,MUEBLES Y ENSERES,94814,          ,          ,1,0,1,1,5,0,1,1
41150001,VACACIONES POR PAGAR,4115,          ,          ,1,0,1,3,4,0,1,1
948145,EQUIPOS DIVERSOS,94814,          ,          ,1,0,1,1,5,0,1,1
41140001,GRATIFICACIONES POR PAGAR,4114,          ,          ,1,0,1,3,4,0,1,1
948146,HERRAMIENTAS Y UNIDADES DE REEMPLAZO,94814,          ,          ,1,0,1,1,5,0,1,1
94815,DEPRESCIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - REVALUACION,9481,          ,          ,1,0,1,1,4,0,1,1
948151,EDIFICACIONES,94815,          ,          ,1,0,1,1,5,0,1,1
948152,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,94815,          ,          ,1,0,1,1,5,0,1,1
948153,EQUIPO DE TRANSPORTE,94815,          ,          ,1,0,1,1,5,0,1,1
948154,MUEBLES Y ENSERES,94815,          ,          ,1,0,1,1,5,0,1,1
948155,EQUIPOS DIVERSOS,94815,          ,          ,1,0,1,1,5,0,1,1
948156,HERRAMIENTAS Y UNIDADES DE REEMPLAZO,94815,          ,          ,1,0,1,1,5,0,1,1
94816,DEPRECIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - COSTOS DE FINANCIACION,9481,          ,          ,1,0,1,1,4,0,1,1
948161,EDIFICACIONES,94816,          ,          ,1,0,1,1,5,0,1,1
948162,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,94816,          ,          ,1,0,1,1,5,0,1,1
94817,DEPRECIACION DE ACTIVOS BIOLOGICOS EN PRODUCCION - COSTO,9481,          ,          ,1,0,1,1,4,0,1,1
948171,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL,94817,          ,          ,1,0,1,1,5,0,1,1
948172,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL,94817,          ,          ,1,0,1,1,5,0,1,1
41110001,SUELDOS POR PAGAR,4111,          ,          ,1,0,1,3,4,0,1,1
94818,DEPRECIACION DE ACTIVOS BIOLOGICOS EN PRODUCCION - COSTO DE FINANCIACION,9481,          ,          ,1,0,1,1,4,0,1,1
948181,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL,94818,          ,          ,1,0,1,1,5,0,1,1
948182,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL,94818,          ,          ,1,0,1,1,5,0,1,1
9482,AMORTIZACION DE INTANGIBLES,948,          ,          ,1,0,1,1,3,0,1,1
94821,AMORTIZACION DE INTANGIBLES - COSTO,9482,          ,          ,1,0,1,1,4,0,1,1
948211,CONCESIONES- LICENCIAS Y OTROS DERECHOS,94821,          ,          ,1,0,1,1,5,0,1,1
41110002,SALARIOS POR PAGAR,4111,          ,          ,1,0,1,3,4,0,1,1
948212,PATENTES Y PROPIEDAD INDUSTRIAL,94821,          ,          ,1,0,1,1,5,0,1,1
40910001,FRACCIONAMIENTO TRIBUTARIO ART 36,4091,          ,          ,1,0,1,3,4,0,1,1
948213,PROGRAMAS DE COMPUTADORA (SOFTWARE),94821,          ,          ,1,0,1,1,5,0,1,1
40910002,TRIBUTOS POR PAGAR,4091,          ,          ,1,0,1,3,4,0,1,1
948214,COSTOS DE EXPLORACION Y DESARROLLO,94821,          ,          ,1,0,1,1,5,0,1,1
948215,FORMULAS- DISEÑOS Y PROTOTIPOS,94821,          ,          ,1,0,1,1,5,0,1,1
948219,OTROS ACTIVOS INTANGIBLES,94821,          ,          ,1,0,1,1,5,0,1,1
94822,AMORTIZACION DE INTANGIBLES ADQUIRIDOS - REVALUACION,9482,          ,          ,1,0,1,1,4,0,1,1
948221,CONCESIONES- LICENCIAS Y OTROS DERECHOS,94822,          ,          ,1,0,1,1,5,0,1,1
948222,PATENTES Y PROPIEDAD INDUSTRIAL,94822,          ,          ,1,0,1,1,5,0,1,1
948223,PROGRAMAS DE COMPUTADORA (SOFTWARE),94822,          ,          ,1,0,1,1,5,0,1,1
948224,COSTOS DE EXPLORACION Y DESARROLLO,94822,          ,          ,1,0,1,1,5,0,1,1
948225,FORMULAS- DISEÑOS Y PROTOTIPOS,94822,          ,          ,1,0,1,1,5,0,1,1
948229,OTROS ACTIVOS INTANGIBLES,94822,          ,          ,1,0,1,1,5,0,1,1
94823,AMORTIZACION DE INTANGIBLES GENERADOS INTERNAMENTE - COSTO,9482,          ,          ,1,0,1,1,4,0,1,1
948231,CONCESIONES- LICENCIAS Y OTROS DERECHOS,94823,          ,          ,1,0,1,1,5,0,1,1
948232,PATENTES Y PROPIEDAD INDUSTRIAL,94823,          ,          ,1,0,1,1,5,0,1,1
948233,PROGRAMAS DE COMPUTADORA (SOFTWARE),94823,          ,          ,1,0,1,1,5,0,1,1
948234,COSTOS DE EXPLORACION Y DESARROLLO,94823,          ,          ,1,0,1,1,5,0,1,1
948235,FORMULAS- DISEÑOS Y PROTOTIPOS,94823,          ,          ,1,0,1,1,5,0,1,1
948239,OTROS ACTIVOS INTANGIBLES,94823,          ,          ,1,0,1,1,5,0,1,1
40390001,CONAFOVICER,4039,          ,          ,1,0,1,3,4,0,1,1
94824,AMORTIZACION DE INTANGIBLES GENERADOS INTERNAMENTE - REVALUACION,9482,          ,          ,1,0,1,1,4,0,1,1
948241,CONCESIONES- LICENCIAS Y OTROS DERECHOS,94824,          ,          ,1,0,1,1,5,0,1,1
948242,PATENTES Y PROPIEDAD INDUSTRIAL,94824,          ,          ,1,0,1,1,5,0,1,1
948243,PROGRAMAS DE COMPUTADORA (SOFTWARE),94824,          ,          ,1,0,1,1,5,0,1,1
948244,COSTOS DE EXPLORACION Y DESARROLLO,94824,          ,          ,1,0,1,1,5,0,1,1
948245,FORMULAS- DISEÑOS Y PROTOTIPOS,94824,          ,          ,1,0,1,1,5,0,1,1
948259,OTROS ACTIVOS INTANGIBLES,94825,          ,          ,1,0,1,1,5,0,1,1
40390002,SCTR PACIFICO,4039,          ,          ,1,0,1,3,4,0,1,1
9486,COMPENSACION POR TIEMPO DE SERVC.,948,          ,          ,1,0,1,1,3,0,1,1
9489,OTRAS PROVISIONES DEL EJERCICIO,948,          ,          ,1,0,1,1,3,0,1,1
95,GASTOS DE VENTA,9,          ,          ,1,0,1,1,1,0,1,1
951,GOBIERNO CENTRAL,95,          ,          ,1,0,1,1,2,0,1,1
9517,MOVILIDAD,951,6217,          ,1,0,1,3,3,0,1,1
952,GASTOS DEL PERSONAL- DIRECTORES Y GERENTES,95,          ,          ,1,0,1,1,2,0,1,1
9521,REMUNERACIONES,952,          ,          ,1,0,1,1,3,0,1,1
95211,SUELDOS Y SALARIOS,9521,          ,          ,1,0,1,1,4,0,1,1
952111,SUELDOS,95211,          ,          ,1,0,1,1,5,0,1,1
40390003,SCTR MAPFRE,4039,          ,          ,1,0,1,3,4,0,1,1
952112,SALARIOS,95211,          ,          ,1,0,1,1,5,0,1,1
40390004,SCTR ESSALUD,4039,          ,          ,1,0,1,3,4,0,1,1
95212,COMISIONES,9521,          ,          ,1,0,1,1,4,0,1,1
40340001,CONTRIBUCION AL SENCICO,4034,          ,          ,1,0,1,3,4,0,1,1
95213,REMUNERACIONES EN ESPECIE,9521,          ,          ,1,0,1,1,4,0,1,1
40330001,CONTRIBUCION AL SENATI,4033,          ,          ,1,0,1,3,4,0,1,1
95214,GRATIFICACIONES,9521,          ,          ,1,0,1,1,4,0,1,1
40320001,ONP,4032,          ,          ,1,0,1,3,4,0,1,1
95215,VACACIONES,9521,          ,          ,1,0,1,1,4,0,1,1
40310001,ESSALUD,4031,          ,          ,1,0,1,3,4,0,1,1
95216,ASIGNACION FAMILIAR,9521,6216,          ,1,0,1,3,4,0,1,1
40310002,ESSALUD VIDA,4031,          ,          ,1,0,1,3,4,0,1,1
37210001,PARTICIPACIONES DE LOS TARBAJADORES DIFERIDAS,3721,          ,          ,1,0,1,3,4,0,1,1
95217,MOVILIDAD,9521,6217,          ,1,0,1,3,4,0,1,1
37110001,IMPUESTO A LA RENTA DIFERIDO,3711,          ,          ,1,0,1,3,4,0,1,1
95218,REFRIGERIO,9521,6218,          ,1,0,1,3,4,0,1,1
32120001,EDIFICACIONES ARRENDAMIENTO FINANCIERO,3212,          ,          ,1,0,1,3,4,0,1,1
95219,BONIFICACIONES,9521,6219,          ,1,0,1,3,4,0,1,1
32110001,TERRENOS ARRENDAMIENTO FINANCIERO,3211,          ,          ,1,0,1,3,4,0,1,1
9522,OTRAS REMUNERACIONES,952,          ,          ,1,0,1,1,3,0,1,1
30220001,ACCIONES,3022,          ,          ,1,0,1,3,4,0,1,1
30220002,ACCIONES SUITES EL GOLF LOS INCA,3022,          ,          ,1,0,1,3,4,0,1,1
30220003,ACCIONES CONSTRUCTORA MONTE ELBRUZ S.A.C.,3022,          ,          ,1,0,1,3,4,0,1,1
